,Full Name,Born,Age,Batting Style,Bowling Style,id,Playing Role,Fielding Position,Died,Also Known As,Education,Other,Nicknames,Height
0,Frank Dimuth Madushanka Karunaratne,"April 21, 1988, Colombo",35y 168d,Left hand Bat,Right arm Medium,227772,Opening Batter,,,,"St. Joseph's College, Colombo",,,6ft 
0,Athapaththu Mudiyanselage Chamari Jayangani Kumai Athapaththu,"February 09, 1990, Gokarella",33y 239d,Left hand Bat,Right arm Offbreak,318853,Batting Allrounder,,,,,,,
0,Amelia Charlotte Kerr,"October 13, 2000, Wellington",22y 358d,Right hand Bat,Legbreak,803971,Allrounder,,,,,,,
0,Abhimanyu Ranganathan Parmashwaran Easwaran,"September 06, 1995, Dehra Dun, Uttar Pradesh",28y 30d,Right hand Bat,Legbreak Googly,699491,Top order Batter,,,Abhimanyu Easwaran,,,,
0,Archibald Campbell MacLaren,"December 01, 1871, Whalley Range, Manchester, Lancashire",,Right hand Bat,Right arm Fast,16871,,,"November 17, 1944, Warfield Park, Bracknell, Berkshire, (aged 72y 352d)",,,,,
0,Christopher John Llewellyn Rogers,"August 31, 1977, St George, Sydney, New South Wales",46y 36d,Left hand Bat,Legbreak Googly,7388,Opening Batter,,,,,,Bucky,1.77 m
0,Arthur Coningham,"July 14, 1863, Emerald Hill, South Melbourne, Victoria",,Left hand Bat,Left arm Fast medium,4611,,,"June 13, 1939, Gladesville, Sydney, New South Wales, (aged 75y 334d)",,,,,
0,Chandrakant Sitaram Pandit,"September 30, 1961, Bombay (now Mumbai), Maharashtra",62y 6d,Right hand Bat,,32179,Wicketkeeper Batter,Wicketkeeper,,,,Coach,,
0,Athanasios John Traicos,"May 17, 1947, Zagazig, Egypt",76y 142d,Right hand Bat,Right arm Offbreak,55802,Bowler,,,,,,,
0,Albert Cotter,"December 03, 1883, Philip Street, Macquarie, Sydney, New South Wales",,Right hand Bat,Right arm Fast,4632,,,"October 31, 1917, buried 2 miles south of Beersheba, Palestine, (aged 33y 332d)",,Sydney Grammar School,,,5ft 8in
0,Annabel Sutherland,"October 12, 2001",21y 359d,Right hand Bat,Right arm Medium fast,1071705,Allrounder,,,,,,,
0,Alexander Coxon,"January 18, 1916, Huddersfield, Yorkshire",,Right hand Bat,Right arm Medium fast,10850,,,"January 22, 2006, Roker, Sunderland, (aged 90y 4d)",,,Coach,,
0,Adam Craig Parore,"January 23, 1971, Auckland",52y 256d,Right hand Bat,,38117,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Adriaan Crafford,"December 01, 1966, Nababeep (Namaqualand)",56y 309d,,,44670,,,,,,Umpire,,
0,Harshitha Madavi Dissanayake Samarawickrama,"June 29, 1998, Colombo",25y 99d,Left hand Bat,Right arm Slow medium,557839,Top order Batter,,,Harshitha Madavi,"Gothami Balika Vidyalaya, Colombo",,,
0,Baba Roshan Jurangpathy,"June 25, 1967, Colombo",56y 103d,Right hand Bat,Right arm Offbreak,49214,,,,,,,,
0,Denagamage Proboth Mahela de Silva Jayawardene,"May 27, 1977, Colombo",46y 132d,Right hand Bat,Right arm Medium,49289,Batter,,,,,Coach,,
0,Alan Christopher Smith,"October 25, 1936, Hall Green, Birmingham, Warwickshire",86y 346d,Right hand Bat,Right arm Fast medium,20222,,Wicketkeeper,,AC Smith,,"Referee, Administrator",,
0,Anthony Charles Shackleton Pigott,"June 04, 1958, Fulham, London",65y 124d,Right hand Bat,Right arm Fast medium,18533,,,,,Harrow School,Coach,Lester,6ft 1in
0,Alvin Isaac Kallicharran,"March 21, 1949, Port Mourant, Berbice, British Guiana",74y 199d,Left hand Bat,Right arm Offbreak,52285,Top order Batter,,,,,,,
0,Clive Berrange van Ryneveld,"March 19, 1928, St James, Cape Town, Cape Province",,Right hand Bat,Legbreak Googly,47704,,,"January 29, 2018 (aged 89y 316d)",,,,,
0,Alfonso Clive Thomas,"February 09, 1977, Cape Town, Cape Province",46y 239d,Right hand Bat,Right arm Fast medium,47569,Bowler,,,,,,,
0,Adam Charles Voges,"October 04, 1979, Subiaco, Perth, Western Australia",44y 2d,Right hand Bat,Slow Left arm Orthodox,8119,Top order Batter,,,,,,"Kenny, Hank",1.85 m
0,Andrew Christopher Waller,"September 25, 1959, Salisbury (now Harare)",64y 11d,Right hand Bat,Right arm Medium,55840,Middle order Batter,,,Bundu,,,,
0,Dinanath Ramnarine,"June 04, 1975, Chaguanus, Trinidad",48y 124d,Left hand Bat,Legbreak Googly,52805,,,,,,,,
0,Christopher John Adams,"May 06, 1970, Whitwell, Derbyshire",53y 153d,Right hand Bat,Right arm Offbreak,8487,Middle order Batter,,,,Chesterfield Boys Grammar School; Repton School,Coach,"Grizzly, Grizwold",6ft 
0,Antony Orlando Frank Le Fleming,"July 07, 1976, Birmingham, Warwickshire",47y 91d,Right hand Bat,Right arm Medium,16419,,,,,,,,
0,Douglas Andrew John Bracewell,"September 28, 1990, Tauranga, Bay of Plenty",33y 8d,Right hand Bat,Right arm Fast medium,362541,Bowler,,,,,,,
0,Alistair Douglas Ross Campbell,"September 23, 1972, Salisbury (now Harare)",51y 13d,Left hand Bat,Right arm Offbreak,55301,Opening Batter,,,,Eaglesvale High School,,,
0,Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera,"October 04, 1993, Panadura",30y 2d,Left hand Bat,"Right arm Offbreak, Legbreak",574178,Allrounder,,,,"Mahanama Vidyalaya, Panadura",,,
0,Fred Barratt,"April 12, 1894, Annesley, Nottinghamshire",,Right hand Bat,Right arm Fast,9007,,,"January 29, 1947, Standard Hill, Nottingham, (aged 52y 292d)",,,,,
0,Digvijay Rajkumar Deshmukh,"April 12, 1998, Ambajogai, Beed Disrict, Maharashtra",25y 177d,Right hand Bat,Right arm Fast medium,1206410,Bowler,,,,,,,
0,Chamunorwa Justice Chibhabha,"September 06, 1986, Masvingo",37y 30d,Right hand Bat,Right arm Medium,55354,Top order Batter,,,Cham,,,,
0,Charles Bannerman,"July 03, 1851, Woolwich, Kent, England",,Right hand Bat,,4091,Batter,,"August 20, 1930, Surry Hills, Sydney, New South Wales, (aged 79y 48d)",,,"Umpire, Coach",,
0,Brenton Anthony Parchment,"June 24, 1982, St Elizabeth, Jamaica",41y 104d,Right hand Bat,Right arm Offbreak,52687,Bowler,,,,,,,
0,Glen Keith Bruk-Jackson,"April 25, 1969, Salisbury (now Harare)",54y 164d,Right hand Bat,Right arm Offbreak,55276,,,,,,,,
0,Andrew David Curtis,"January 12, 1943, Bedford",80y 267d,Right hand Bat,,11499,,,,,,,,
0,Frederick John Durston,"July 11, 1893, Clophill, Bedfordshire",,Right hand Bat,,11963,,,"April 08, 1965, Norwood Green, Southall, Middlesex, (aged 71y 271d)",Long Jack,,Coach,,
0,Hannah Joy Darlington,"January 25, 2002",21y 254d,Right hand Bat,Right arm Medium,1128781,Bowler,,,,,,,
0,Fynn Jake Hudson-Prentice,"January 12, 1996, Haywards Heath, Sussex",27y 267d,Right hand Bat,Right arm Medium fast,571102,Bowling Allrounder,,,,"Warden Park School, Cuckfield; St Bede's School, Upper Dicker, Hailsham",,,
0,Mohammad Adeel Khalid Raja,"August 15, 1980, Lahore, Punjab, Pakistan",43y 52d,Right hand Bat,Right arm Offbreak,24978,Bowler,,,,,,,
0,Clarence Victor Grimmett,"December 25, 1891, Caversham, Dunedin, Otago, New Zealand",,Right hand Bat,Legbreak Googly,5443,,,"May 02, 1980, Kensington Park, Adelaide, South Australia, (aged 88y 129d)",,,,,
0,Francis Alexander MacKinnon,"April 09, 1848, Paddington, London",,Right hand Bat,,16867,,,"February 27, 1947, Drumduan, Forres, Morayshire, Scotland, (aged 98y 324d)",The 35th MacKinnon of MacKinnon,,,,
0,Archibald Jackson,"September 05, 1909, Rutherglen, Lanarkshire, Scotland",,Right hand Bat,Right arm Offbreak,6000,,,"February 16, 1933, Clayfields, Brisbane, Queensland, (aged 23y 164d)",Archibald Alexander Jackson,Rozelle School,,,
0,Hazratullah Zazai,"March 23, 1998, Paktia",25y 197d,Left hand Bat,Slow Left arm Orthodox,793457,Opening Batter,,,,,,,
0,Anshuman Dattajirao Gaekwad,"September 23, 1952, Bombay (now Mumbai), Maharashtra",71y 13d,Right hand Bat,Right arm Offbreak,28754,Opening Batter,,,,,,,
0,Charles Bennett Llewellyn,"September 26, 1876, Pietermaritzberg, Natal",,Left hand Bat,Left arm Slow medium,45996,,,"June 07, 1964, Chertsey, Surrey, England, (aged 87y 255d)",,,,,
0,Austin David George Matthews,"May 03, 1904, Penarth, Glamorgan, Wales",,Right hand Bat,Right arm Fast medium,16942,,,"July 29, 1977, Penrhyn Bay, Llandudno, Caernarvonshire, Wales, (aged 73y 87d)",,,Coach,,
0,Andrew Duncan Glenn Roberts,"May 06, 1947, Te Aroha, Waikato",,Right hand Bat,Right arm Medium,38253,,,"October 26, 1989, Wellington, (aged 42y 173d)",,,,,
0,Elligaram Nagaraj Sanketh,"October 08, 1999, Secunderabad, Telangana",23y 363d,Left hand Bat,Left arm Medium,1288465,,,,,,,,
0,Alexander Daniel Hales,"January 03, 1989, Hillingdon, Middlesex",34y 276d,Right hand Bat,Right arm Medium,249866,Opening Batter,Occasional Wicketkeeper,,,,,,6ft 5in
0,Elquemedo Tonito Willett,"May 01, 1953, Charlestown, Nevis",70y 158d,Left hand Bat,Slow Left arm Orthodox,53227,,,,,,,,
0,Edward Wainwright,"April 08, 1865, Tinsley, Sheffield, Yorkshire",,Right hand Bat,Right arm Slow,22258,,,"October 28, 1919, Park, Sheffield, Yorkshire, (aged 54y 203d)",,,,,
0,Biplab Bipin Samantray,"December 14, 1988, Cuttack, Orissa",34y 296d,Right hand Bat,Right arm Medium,430125,Allrounder,,,,,,,
0,Aditya Narendra Garhwal,"April 15, 1996, Sikar, Rajasthan",27y 174d,Right hand Bat,Legbreak Googly,725435,,,,,,,,
0,Ankit Rajan Maini,"December 06, 1989",33y 304d,Right hand Bat,,1175470,Bowling Allrounder,,,,,,,
0,,,,,,1058229,,,,,,,,
0,Dammika Ranatunga,"October 12, 1962, Colombo",60y 359d,Right hand Bat,Right arm Offbreak,50245,,,,,,Administrator,,
0,Annabathula Durgaprasad Akash,"October 23, 1991, Hyderabad, Andhra Pradesh",31y 348d,Right hand Bat,,956049,,,,,,,,
0,Douglas Anthony Marillier,"April 24, 1978, Salisbury (now Harare)",45y 165d,Right hand Bat,Right arm Offbreak,55578,Middle order Batter,Wicketkeeper,,,,,,
0,Brighton Tonderai Watambwa,"June 09, 1977, Salisbury (now Harare)",46y 119d,Right hand Bat,Right arm Fast medium,55843,,,,,,,,
0,Anthony Ian Christopher Dodemaide,"October 05, 1963, Williamstown, Melbourne, Victoria",60y 1d,Right hand Bat,Right arm Fast medium,4964,Bowler,,,,,Administrator,,
0,Amanda-Jade Wellington,"May 29, 1997, Adelaide, South Australia",26y 130d,Right hand Bat,Legbreak,381305,Bowler,,,,,,,
0,Adrian Dimitri Mascarenhas,"October 30, 1977, Chiswick, Middlesex",45y 341d,Right hand Bat,Right arm Fast medium,16932,Allrounder,,,,"Trinity College, Perth",,Dimi,6ft 1in
0,Frederick Theodore Badcock,"August 09, 1897, Abbottabad, North-West Frontier Province, India",,Right hand Bat,Right arm Fast medium,36283,,,"September 19, 1982, South Perth, Western Australia, Australia, (aged 85y 41d)",,,,,
0,Angelo Davis Mathews,"June 02, 1987, Colombo",36y 126d,Right hand Bat,Right arm Medium,49764,Allrounder,,,,"St. Joseph's College, Colombo",,,
0,Carlos Ricardo Brathwaite,"July 18, 1988, Barbados",35y 80d,Right hand Bat,Right arm Fast medium,457249,Allrounder,,,,,,,
0,Alan David Mullally,"July 12, 1969, Southend-on-Sea, Essex",54y 86d,Right hand Bat,Left arm Fast medium,17121,Bowler,,,,,,,
0,Adnan Akmal,"March 13, 1985, Lahore, Punjab",38y 207d,Right hand Bat,,39038,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Dwight Marlon Washington,"March 05, 1983, Montego Bay, Jamaica",40y 215d,Right hand Bat,Right arm Fast,53355,Bowler,,,,,,,
0,Chetandra Pratap Singh Chauhan,"July 21, 1947, Bareilly, Uttar Pradesh",,Right hand Bat,Right arm Offbreak,27619,Opening Batter,,"August 16, 2020, Gurugram, (aged 73y 26d)",,,,,
0,Adnan Ilyas,"December 30, 1984, Zafarwal, Punjab, Pakistan",38y 280d,Right hand Bat,Right arm Medium,26038,,,,Danni,,,,
0,Grahame Anton Chevalier,"March 09, 1937, Cape Town, Cape Province",,Right hand Bat,Slow Left arm Orthodox,44438,,,"November 14, 2017 (aged 80y 250d)",,,,,
0,Christopher Lyall Smith,"October 15, 1958, Durban, Natal, South Africa",64y 356d,Right hand Bat,Right arm Offbreak,20233,,,,,,Administrator,,
0,Amy Ella Satterthwaite,"October 07, 1986, Christchurch, Canterbury",36y 364d,Left hand Bat,Right arm Offbreak,233007,Top order Batter,,,,,,,
0,Alisa Scantlebury,"May 28, 2003",20y 131d,Right hand Bat,,1325398,Middle order Batter,Wicketkeeper,,,,,,
0,Adnan Mufti,"December 30, 1984, Kharian Cantt",38y 280d,Left hand Bat,Right arm Medium,281653,Middle order Batter,,,,,,,
0,Adnan Rasool,"May 01, 1981, Faisalabad, Punjab",42y 158d,Right hand Bat,Right arm Offbreak,39853,,,,,,,,
0,Harshad Hemantkumar Khadiwale,"October 21, 1988, Pune, Maharashtra",34y 350d,Right hand Bat,Right arm Medium fast,253800,Opening Batter,,,,,,,
0,Harold Geoffrey Owen-Smith,"February 18, 1909, Rondebosch, Cape Town, Cape Province",,Right hand Bat,Legbreak,46691,,,"February 28, 1990, Rosebank, Cape Town, Cape Province, (aged 81y 10d)","Dr Harold Owen-Smith, Tuppy",,,,
0,Arthur Shrewsbury,"April 11, 1856, New Lenton, Nottinghamshire",,Right hand Bat,Right arm Bowler,20179,,,"May 19, 1903, Gedling, Nottinghamshire, (aged 47y 38d)",,,,,
0,Akshdeep Deependra Nath,"May 10, 1993, Lucknow",30y 149d,Right hand Bat,Right arm Medium fast,500360,Middle order Batter,,,,,,,
0,Arnold Sidebottom,"April 01, 1954, Shawlands, Barnsley, Yorkshire",69y 188d,Right hand Bat,Right arm Fast medium,20185,,,,,Barnsley Broadway Grammar School,Coach,"Woolfer, Thanold",6ft 2in
0,Arthur Dudley Nourse,"November 12, 1910, Durban, Natal",,Right hand Bat,Right arm Bowler,46589,,,"August 14, 1981, Durban, Natal, (aged 70y 275d)",,,,,
0,Alan David Ogilvie,"June 03, 1951, Southport, Queensland",72y 125d,Right hand Bat,,6996,,,,,,,,
0,Arthur Dolphin,"December 24, 1885, Wilsden, Yorkshire",,Right hand Bat,,11919,,Wicketkeeper,"October 23, 1942, Lilycroft, Heaton, Bradford, Yorkshire, (aged 56y 303d)",,,Umpire,,
0,Alexander Stuart Kennedy,"January 24, 1891, Edinburgh, Midlothian, Scotland",,Right hand Bat,Right arm Medium,15858,,,"November 15, 1959, Langdown, Hythe, Southampton, Hampshire, (aged 68y 295d)",,,,,
0,Arthur Dick Pougher,"April 19, 1865, Humberstone, Leicester",,Right hand Bat,Right arm Fast medium,18585,,,"May 20, 1926, Aylestone Park, Leicester, (aged 61y 31d)",,,,,
0,Andrew David Poynter,"April 25, 1987, Hammersmith, London",36y 164d,Right hand Bat,Right arm Offbreak,210279,Batter,,,,,,,
0,Atul Singh Surwar,"November 06, 1998, Bokaro",24y 334d,Left hand Bat,Slow Left arm Orthodox,1133126,,,,,,,,
0,Andre Dwayne Russell,"April 29, 1988, Jamaica",35y 160d,Right hand Bat,Right arm Fast,276298,Allrounder,,,,,,,
0,Andre David Stephon Fletcher,"November 28, 1987, La Tante, Grenada",35y 312d,Right hand Bat,"Right arm Medium fast, Legbreak",51862,Top order Batter,Occasional Wicketkeeper,,,,,,
0,Antao D'Souza,"January 17, 1939, Goa, India",84y 262d,Right hand Bat,"Right arm Medium, Right arm Offbreak",40041,,,,,,,,
0,Alexander Hurwood,"June 17, 1902, Kangaroo Point, Brisbane, Queensland",,Right hand Bat,"Right arm Medium, Right arm Offbreak",5733,,,"September 26, 1982, Coffs Harbour, New South Wales, (aged 80y 101d)",,,,,
0,Aaron Dean Thomason,"June 26, 1997, Birmingham",26y 102d,Right hand Bat,Right arm Fast medium,739603,Allrounder,,,,,,,
0,Dilip Balwant Vengsarkar,"April 06, 1956, Rajapur, Maharashtra",67y 183d,Right hand Bat,Right arm Medium,35654,Top order Batter,,,,,,,
0,Andrew Ducat,"February 16, 1886, Brixton, London",,Right hand Bat,,11943,,,"July 23, 1942, Lord's Cricket Ground, St John's Wood, London, (aged 56y 157d)",,,,,
0,Deborah Kathleen Frederick,"September 11, 1977",46y 25d,Right hand Bat,Right arm Medium,474210,,,,,,,,
0,Frederick Louis le Roux,"February 05, 1882, Durban, Natal",,Right hand Bat,Right arm Medium,45974,,,"September 22, 1963, Durban, Natal, (aged 81y 229d)",,,,,
0,Hettige Don Rumesh Lahiru Thirimanne,"August 09, 1989, Moratuwa",34y 58d,Left hand Bat,Right arm Medium fast,301236,Top order Batter,,,,"Prince of Wales College, Moratuwa",,,5ft 10in
0,Arthur Edward Dick,"October 10, 1936, Middlemarch, Otago",86y 361d,Right hand Bat,,36830,,Wicketkeeper,,,,,,
0,Alfred Ernest Dipper,"November 09, 1885, Apperley, Gloucestershrie",,Right hand Bat,Right arm Medium,11898,,,"November 07, 1945, Lambeth, London, (aged 59y 363d)",,,Umpire,,
0,Ashlene Edward,"November 29, 1990, Sarrot",32y 311d,Right hand Bat,Right arm Medium,530133,,,,,,,,
0,Hamish Duncan Rutherford,"April 27, 1989, Dunedin, Otago",34y 162d,Left hand Bat,Slow Left arm Orthodox,331375,Opening Batter,,,,,,,
0,Dulip Prasanna Samaraweera,"February 12, 1972, Colombo",51y 236d,Right hand Bat,Right arm Offbreak,50422,,,,,,Coach,,
0,Albert Edward Ernest Vogler,"November 28, 1876, Swartwater, Queenstown, Cape Province",,Right hand Bat,"Right arm Fast medium, Right arm Medium, Legbreak Googly",47739,,,"August 09, 1946, Fort Napier, Pietermaritzburg, Natal, (aged 69y 254d)",,,,,
0,Arthur Edward Fagg,"June 18, 1915, Chartham, Kent",,Right hand Bat,Right arm Medium,12800,,Wicketkeeper,"September 13, 1977, Tunbridge Wells, Kent, (aged 62y 87d)",,,Umpire,,
0,Albert Rose-Innes,"February 16, 1868, Port Elizabeth, Cape Province",,Right hand Bat,Slow Left arm Orthodox,46996,,,"November 22, 1946, East London, Cape Province, (aged 78y 279d)",A.R.Innes,,,,
0,Alvin Ethelbert Greenidge,"August 20, 1956, Bath Village, Christ Church, Barbados",67y 47d,Right hand Bat,Right arm Medium,51899,,,,,,,,
0,Bandula Warnapura,"March 01, 1953, Rambukkana",,Right hand Bat,Right arm Medium,50835,,,"October 18, 2021, Colombo, (aged 68y 231d)",,,Referee,,
0,Chanderkanta Kaul,"January 21, 1971",52y 258d,Right hand Bat,,54052,,,,Chanderkanta Aheer,,,,
0,Ariful Islam Jony,"December 20, 1996",26y 290d,Left hand Bat,Slow Left arm Orthodox,933195,,,,,,,,
0,Amy Ellen Jones,"June 13, 1993, Sutton Coldfield, West Midlands",30y 115d,Right hand Bat,,515874,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Ahmed Omer Farooq Banday,"March 09, 1995, Srinagar",28y 211d,Right hand Bat,Right arm Medium,604526,,,,,,,,
0,Albert Ernest Knight,"October 08, 1872, Leicester",,Right hand Bat,,15908,,,"April 25, 1946, Edmonton, Middlesex, (aged 73y 199d)",,,,,
0,Chamith Kosala Bandara Kulasekara,"July 15, 1985, Mavanalle",38y 83d,Right hand Bat,Right arm Fast medium,49477,Allrounder,,,,"Vidyartha College, Kandy",,,6ft 1in
0,Cheteshwar Arvind Pujara,"January 25, 1988, Rajkot, Gujarat",35y 254d,Right hand Bat,Legbreak,32540,Top order Batter,,,,,,,
0,Alan Edward Moss,"November 14, 1930, Tottenham, Middlesex",,Right hand Bat,Right arm Fast medium,17114,,,"March 12, 2019 (aged 88y 118d)",,,,,
0,Anthony Roy MacGibbon,"August 28, 1924, Christchurch, Canterbury",,Right hand Bat,Right arm Fast medium,37694,,,"April 06, 2010 (aged 85y 221d)",,,,,
0,Arthur Edward Ochse,"March 11, 1870, Graaff-Reinet, Cape Colony",,Right hand Bat,,46673,,,"April 11, 1918, France, (aged 48y 31d)",,,,,
0,Frederick Ridgway,"August 10, 1923, Stockport, Cheshire",,Right hand Bat,Right arm Fast medium,19405,,,"September 26, 2015, Maidstone, Kent, (aged 92y 47d)",,,,,
0,Albert Edward Relf,"June 26, 1874, Burwash, Sussex",,Right hand Bat,"Right arm Medium fast, Right arm Offbreak",19365,,,"March 26, 1937, Wellington College, Crowthorne, Berkshire, (aged 62y 273d)",,,,,
0,Amogh Sunil Desai,"August 26, 1992, Andheri, Bombay",31y 41d,Right hand Bat,Right arm Offbreak,554398,,,,,,,,
0,Arthur Edward Robert Gilligan,"December 23, 1894, Denmark Hill, London",,Right hand Bat,Right arm Fast medium,13372,,,"September 05, 1976, Mare Hill, Pulborough, Sussex, (aged 81y 257d)",,,,,
0,Bernard James Tindal Bosanquet,"October 13, 1877, Bulls Cross, Enfield, Middlesex",,Right hand Bat,Legbreak Googly,9158,,,"October 12, 1936, Wykehurst, Ewhurst, Surrey, (aged 58y 365d)",,Eton College: Oxford University,,,
0,Andrew Ernest Stoddart,"March 11, 1863, Westoe, South Shields, Co Durham",,Right hand Bat,Right arm Medium,20381,,,"April 04, 1915, St John's Wood, London, (aged 52y 24d)","Stoddy, Drewy, Stod",,,,
0,Albert Edwin Trott,"February 06, 1873, Abbotsford, Melbourne, Victoria, Australia",,Right hand Bat,Right arm Slow,21593,,,"July 30, 1914, Willesden Green, Middlesex, (aged 41y 174d)",Alberto Trott,,Umpire,Albatrott,
0,Albert Ernst Victor Hartkopf,"December 28, 1889, North Fitzroy, Melbourne, Victoria",,Right hand Bat,Legbreak,5591,,,"May 20, 1968, Kew, Melbourne, Victoria, (aged 78y 144d)",,,,,
0,Debasis Sarbeswar Mohanty,"July 20, 1976, Bhubaneswar, Orissa",47y 78d,Right hand Bat,Right arm Medium,31025,Bowler,,,,,,,
0,Arthur Frederick Augustus Lilley,"November 28, 1866, Holloway Head, Birmingham, Warwickshire",,Right hand Bat,Right arm Medium,16293,,Wicketkeeper,"November 17, 1929, Sandy Park, Brislington, Bristol, (aged 62y 354d)",,,,,
0,Mohammad Al-Sahariar,"April 23, 1978, Dhaka",45y 166d,Right hand Bat,Legbreak,56219,Top order Batter,,,Rokon,,,,
0,Davenell Frederick Whatmore,"March 16, 1954, Colombo, Ceylon",69y 204d,Right hand Bat,,8210,,,,,,Coach,,
0,Atse Folkert Buurman,"March 21, 1982, Dordrecht",41y 199d,Right hand Bat,,24996,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Adrian Frank Gordon Griffith,"November 19, 1971, Holders Hill, St James, Barbados",51y 321d,Left hand Bat,Right arm Medium,51905,,,,,,"Umpire, Referee, Administrator",,
0,Ashley Fraser Giles,"March 19, 1973, Chertsey, Surrey",50y 201d,Right hand Bat,Slow Left arm Orthodox,13368,Bowler,,,,"George Abbott County Secondary School, Guildford",,"Gilo, Skinny, Splash",6ft 4in
